stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone,platform_code,vehicle_type
NSR:Quay:73909,,Nesset,,63.768337,8.813937,,,0,NSR:StopPlace:43096,2,,,700
NSR:Quay:73911,,Solbakken skole,,63.402122,10.523832,,,0,NSR:StopPlace:43097,2,,,700
NSR:Quay:73910,,Nesset,,63.768436,8.814098,,,0,NSR:StopPlace:43096,2,,,700
NSR:Quay:73917,,Nesset,,63.03175,10.296353,,,0,NSR:StopPlace:43100,2,,,700
NSR:Quay:73916,,Solberg,,63.35176,10.310684,,,0,NSR:StopPlace:43099,2,,,700
NSR:Quay:73918,,Nesset,,63.03127,10.296747,,,0,NSR:StopPlace:43100,2,,,700
NSR:Quay:73913,,Jørgen B. Lysholms vei,,63.443375,10.460498,,,0,NSR:StopPlace:43098,2,,,700
NSR:Quay:73912,,Solbakken skole,,63.402233,10.523758,,,0,NSR:StopPlace:43097,2,,,700
NSR:Quay:73915,,Solberg,,63.351807,10.310806,,,0,NSR:StopPlace:43099,2,,,700
NSR:Quay:73914,,Jørgen B. Lysholms vei,,63.444233,10.458236,,,0,NSR:StopPlace:43098,2,,,700
NSR:Quay:73090,,Kyrksæterøra,,63.289253,9.091045,,,0,NSR:StopPlace:42655,2,,,700
NSR:Quay:73092,,Kystad,,63.388386,10.341672,,,0,NSR:StopPlace:42656,2,,,700
NSR:Quay:73091,,Strømøybotn,,63.77688,8.792117,,,0,NSR:StopPlace:42654,2,,,700
NSR:Quay:73098,,Kyvannet,,63.40393,10.338053,,,0,NSR:StopPlace:42659,2,,,900
NSR:Quay:73097,,Mjønesaunet,,63.46007,9.43674,,,0,NSR:StopPlace:42658,2,,,700
NSR:Quay:77455,,Elvran kapell,,63.393272,11.065786,,,0,NSR:StopPlace:44955,2,,,700
NSR:Quay:77454,,Elvran kapell,,63.393425,11.064836,,,0,NSR:StopPlace:44955,2,,,700
NSR:Quay:73099,,Kyvannet,,63.404106,10.337581,,,0,NSR:StopPlace:42659,2,,,900
NSR:Quay:73094,,Stubbanvegen,,63.385265,10.427129,,,0,NSR:StopPlace:42657,2,,,700
NSR:Quay:73093,,Kystad,,63.388775,10.343891,,,0,NSR:StopPlace:42656,2,,,700
NSR:Quay:73096,,Stubbanvegen,,63.38513,10.427202,,,0,NSR:StopPlace:42657,2,,,700
NSR:Quay:73095,,Mjønesaunet,,63.460117,9.436721,,,0,NSR:StopPlace:42658,2,,,700
NSR:Quay:68559,,Stemshaug,,63.327755,8.708188,,,0,NSR:StopPlace:39823,2,,,700
NSR:Quay:68558,,Stemshaug,,63.327793,8.708029,,,0,NSR:StopPlace:39823,2,,,700
NSR:Quay:77462,,Kyllofallet,,63.46554,11.06798,,,0,NSR:StopPlace:44958,2,,,700
NSR:Quay:77461,,Kyllofallet,,63.465652,11.067794,,,0,NSR:StopPlace:44958,2,,,700
NSR:Quay:77460,,Kyllofallet,,63.46569,11.068197,,,0,NSR:StopPlace:44958,2,,,700
NSR:Quay:77477,,Austkil,,63.44544,11.259246,,,0,NSR:StopPlace:44965,2,,,700
